ID,Title,Year_of_release,Target_Age,IMDb_rating,Rotten_tomatoes_rating,Netflix,Prime_Video,Disney,Runtime_in_mins,Genre_Crime,Genre_Drama,Genre_Romance,Genre_Action,Genre_Comedy,Genre_Adventure,Genre_Sci_Fi,Genre_Thriller,Genre_Animation,Language_Hindi,Language_English,Language_Other
5292,The Greatest Show on Earth,1952,18+,6.6,62,0,1,0,152,0,1,1,0,0,0,0,0,0,0,1,1
5293,Billionaire Boys Club,2018,18+,5.6,62,0,1,0,108,0,1,0,0,0,0,0,1,0,0,1,0
5294,Little Nemo: Adventures in Slumberland,1989,all,7.1,62,0,1,0,85,0,0,0,0,1,1,0,0,1,0,1,0
5295,Remo Williams: The Adventure Begins,1985,13+,6.5,62,0,1,0,121,1,0,1,1,1,1,0,1,0,0,1,0
5296,Gimme Danger,2016,18+,7.2,62,0,1,0,108,0,0,0,0,0,0,0,0,0,0,1,0
5297,Elvis & Nixon,2016,18+,6.4,62,0,1,0,86,0,0,0,0,1,0,0,0,0,0,1,0
5298,Texas Chainsaw 3D,2013,18+,4.8,62,0,1,0,92,0,0,0,0,0,0,0,1,0,0,1,0
5299,The Reef,2010,18+,5.8,62,0,1,0,94,0,1,0,0,0,1,0,1,0,0,1,0
5300,The Gambler,1974,18+,7.2,62,0,1,0,111,1,1,0,0,0,0,0,1,0,0,1,0
5301,Hired Gun,2017,18+,7.2,62,0,1,0,98,0,0,0,0,0,0,0,0,0,0,1,0
5302,Ladies in Lavender,2004,13+,7,62,0,1,0,104,0,1,1,0,0,0,0,0,0,0,1,1
5303,Boy Meets Girl,2015,18+,7.1,62,0,1,0,100,0,1,1,0,0,0,0,0,0,0,1,1
5304,I Wish,2011,7+,7.4,62,0,1,0,128,0,1,0,0,0,0,0,0,0,0,0,1
5305,The Gruffalo's Child,2011,18+,7.1,62,0,1,0,27,0,0,0,0,0,0,0,0,1,0,1,0
5306,Motel Hell,1980,18+,6,62,0,1,0,101,0,0,0,0,1,0,0,1,0,0,1,0
5307,Bandslam,2009,7+,6.3,62,0,1,0,111,0,1,1,0,1,0,0,0,0,0,1,0
5308,Tab Hunter Confidential,2015,18+,7.6,62,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
5309,Powder Blue,2009,18+,6.3,62,0,1,0,106,0,1,0,0,0,0,0,0,0,0,1,0
5310,Tumbledown,2015,18+,6.2,62,0,1,0,105,0,0,1,0,1,0,0,0,0,0,1,0
5311,Deuce Bigalow: European Gigolo,2005,18+,4.7,62,0,1,0,83,0,0,0,0,1,0,0,0,0,0,1,1
5312,Donovan's Reef,1963,all,6.8,62,0,1,0,109,0,0,1,0,1,1,0,0,0,0,1,1
5313,Mao's Last Dancer,2009,7+,7.3,62,0,1,0,117,0,1,1,0,0,0,0,0,0,0,1,1
5314,He Walked by Night,1949,18+,7.1,61,0,1,0,79,1,0,0,0,0,0,0,1,0,0,1,1
5315,The Two Jakes,1990,18+,6.2,61,0,1,0,137,1,1,1,0,0,0,0,0,0,0,1,0
5316,Assault on Wall Street,2013,18+,6,61,0,1,0,99,0,1,0,1,0,0,0,1,0,0,1,0
5317,Herself,2020,18+,7,61,0,1,0,97,0,1,0,0,0,0,0,0,0,0,1,0
5318,Bleeding Steel,2017,18+,5.2,61,0,1,0,109,0,0,0,1,0,0,1,1,0,0,1,1
5319,Gett: The Trial of Viviane Amsalem,2014,18+,7.7,61,0,1,0,115,0,1,0,0,0,0,0,0,0,0,0,1
5320,Little Man,2006,13+,4.5,61,0,1,0,98,1,0,0,0,1,0,0,0,0,0,1,0
5321,Home for the Holidays,1995,13+,6.6,61,0,1,0,103,0,1,1,0,1,0,0,0,0,0,1,0
5322,Afternoon Delight,2013,18+,5.7,61,0,1,0,98,0,1,0,0,1,0,0,0,0,0,1,0
5323,Jathi Ratnalu,2021,18+,7.6,61,0,1,0,145,0,0,0,0,1,0,0,0,0,0,0,1
5324,Knights of Badassdom,2013,18+,5.6,61,0,1,0,86,0,0,0,1,1,1,0,0,0,0,1,0
5325,Daniel Isn't Real,2019,18+,6.1,61,0,1,0,100,1,1,0,0,0,0,0,1,0,0,1,0
5326,Sunday Bloody Sunday,1971,18+,7,61,0,1,0,110,0,1,0,0,0,0,0,0,0,0,1,1
5327,Jallikattu,2019,18+,7.5,61,0,1,0,95,1,0,0,1,0,0,0,1,0,0,0,1
5328,Careful What You Wish For,2015,18+,5.7,61,0,1,0,91,0,1,0,0,0,0,0,1,0,0,1,0
5329,Gold,2018,18+,7.3,61,0,1,0,120,1,1,0,0,0,0,0,0,0,0,1,1
5330,The Family Fang,2016,18+,6.1,61,0,1,0,105,0,1,0,0,1,0,0,0,0,0,1,0
5331,The Offence,1973,18+,7,61,0,1,0,112,1,1,0,0,0,0,0,1,0,0,1,0
5332,Interview,2007,18+,6.8,61,0,1,0,107,0,1,0,0,1,0,0,0,0,0,1,1
5333,The Band's Visit,2007,13+,7.5,61,0,1,0,87,0,1,1,0,1,0,0,0,0,0,1,1
5334,Mystery Road,2013,18+,6.6,61,0,1,0,57,1,1,0,0,0,0,0,1,0,0,1,1
5335,Final Score,2018,18+,5.8,61,0,1,0,104,0,1,0,1,0,0,0,1,0,0,1,1
5336,Diggstown,1992,18+,7,61,0,1,0,98,0,1,0,0,0,0,0,0,0,0,1,0
5337,Big Eden,2000,13+,7.3,61,0,1,0,118,0,1,1,0,1,0,0,0,0,0,1,0
5338,Of Human Bondage,1934,18+,7.1,61,0,1,0,83,0,1,1,0,0,0,0,0,0,0,1,0
5339,Horsemen,2009,18+,5.6,61,0,1,0,90,1,1,0,0,0,0,0,1,0,0,1,0
5340,Judas Kiss,1998,18+,6.2,61,0,1,0,98,1,1,0,0,0,0,0,1,0,0,1,0
5341,Target Number One,2020,18+,6.1,61,0,1,0,125,1,0,0,0,0,0,0,1,0,0,1,1
5342,Mad Money,2008,13+,5.8,61,0,1,0,104,1,0,0,0,1,0,0,1,0,0,1,0
5343,Blame It on Fidel!,2006,18+,7.5,61,0,1,0,99,0,1,0,0,0,0,0,0,0,0,0,1
5344,Band Baaja Baaraat,2010,7+,7.2,61,0,1,0,139,0,1,1,0,1,0,0,0,0,1,1,1
5345,Atlas Shrugged: Part I,2011,13+,5.6,61,0,1,0,97,0,1,0,0,0,0,1,0,0,0,1,1
5346,The Bang Bang Club,2010,18+,7,61,0,1,0,106,0,1,0,0,0,0,0,0,0,0,1,1
5347,What Have You Done to Solange?,1972,18+,7,61,0,1,0,107,0,0,0,0,0,0,0,1,0,0,0,1
5348,Standing in the Shadows of Motown,2002,7+,7.8,61,0,1,0,108,0,0,0,0,0,0,0,0,0,0,1,0
5349,Hyena Road,2015,18+,6.5,61,0,1,0,120,0,1,0,1,0,0,0,0,0,0,1,0
5350,HIT: The First Case,2020,18+,7.7,61,0,1,0,125,1,1,0,1,0,0,0,1,0,0,0,1
5351,Necessary Roughness,1991,13+,6.2,61,0,1,0,108,0,0,0,0,1,0,0,0,0,0,1,0
5352,Stomp the Yard,2007,13+,5.4,61,0,1,0,115,0,1,1,0,0,0,0,0,0,0,1,0
5353,The Winslow Boy,1999,all,7.3,61,0,1,0,104,0,1,1,0,0,0,0,0,0,0,1,0
5354,I'll Follow You Down,2013,13+,6.1,61,0,1,0,93,0,1,0,0,0,0,1,0,0,0,1,0
5355,The Wild Geese,1978,18+,6.8,61,0,1,0,134,0,1,0,1,0,1,0,1,0,0,1,0
5356,King of Thieves,2018,18+,5.5,61,0,1,0,108,1,1,0,0,0,0,0,0,0,0,1,0
5357,White Zombie,1932,18+,6.3,61,0,1,0,69,0,0,0,0,0,0,0,0,0,0,1,0
5358,The Possession of Michael King,2014,18+,5.7,61,0,1,0,83,0,0,0,0,0,0,0,0,0,0,1,0
5359,Heartburn,1986,18+,6.1,61,0,1,0,108,0,1,0,0,1,0,0,0,0,0,1,0
5360,Factory Girl,2006,18+,6.4,61,0,1,0,100,0,1,0,0,0,0,0,0,0,0,1,1
5361,The Resurrection of Jake The Snake,2015,18+,7.8,61,0,1,0,93,0,0,0,0,0,0,0,0,0,0,1,0
5362,Love Mocktail,2020,18+,8.3,61,0,1,0,153,0,1,1,0,0,0,0,0,0,0,0,1
5363,Love Liza,2002,18+,6.9,61,0,1,0,90,0,1,0,0,1,0,0,0,0,0,1,0
5364,The Original Kings of Comedy,2000,18+,6.8,61,0,1,0,115,0,0,0,0,1,0,0,0,0,0,1,0
5365,The Ones Below,2016,18+,6.1,61,0,1,0,87,0,1,0,0,0,0,0,1,0,0,1,0
5366,Black Box,2020,16+,6.2,61,0,1,0,100,0,0,0,0,0,0,1,1,0,0,1,0
5367,The Kill Team,2019,18+,5.9,61,0,1,0,87,0,1,0,1,0,0,0,1,0,0,1,0
5368,Cool World,1992,13+,4.9,61,0,1,0,102,0,0,0,0,1,0,0,0,1,0,1,0
5369,Do You Remember Dolly Bell?,1981,18+,7.6,61,0,1,0,110,0,1,1,0,1,0,0,0,0,0,0,1
5370,Blackbird,2019,18+,6.6,61,0,1,0,97,0,1,0,0,0,0,0,0,0,0,1,0
5371,Goldstone,2016,18+,6.5,61,0,1,0,110,1,0,0,0,0,0,0,1,0,0,1,1
5372,Penny Serenade,1941,18+,7.1,61,0,1,0,119,0,1,1,0,0,0,0,0,0,0,1,0
5373,Jeffrey,1995,18+,6.8,61,0,1,0,92,0,1,0,0,1,0,0,0,0,0,1,0
5374,Never Surrender: A Galaxy Quest Documentary,2019,13+,7.6,61,0,1,0,95,0,0,0,0,0,0,0,0,0,0,1,0
5375,Life with Father,1947,18+,7.2,61,0,1,0,118,0,0,0,0,1,0,0,0,0,0,1,1
5376,Hunting and Gathering,2007,18+,6.8,61,0,1,0,97,0,1,1,0,0,0,0,0,0,0,0,1
5377,2 Days in New York,2012,18+,6,61,0,1,0,96,0,1,1,0,1,0,0,0,0,0,1,1
5378,Right at Your Door,2006,18+,6.1,61,0,1,0,96,0,1,0,0,0,0,1,1,0,0,1,0
5379,Passion Fish,1992,18+,7.4,61,0,1,0,135,0,1,0,0,0,0,0,0,0,0,1,1
5380,The Lords of Salem,2012,18+,5.2,61,0,1,0,101,0,0,0,0,0,0,0,1,0,0,1,0
5381,Serena,2014,18+,5.4,61,0,1,0,127,0,1,0,0,0,0,0,0,0,0,1,1
5382,The Healer,2017,18+,6.3,61,0,1,0,113,0,1,1,0,1,0,0,0,0,0,1,0
5383,House of Hummingbird,2019,18+,7.4,60,0,1,0,138,0,1,0,0,0,0,0,0,0,0,0,1
5384,Super Size Me 2: Holy Chicken!,2019,13+,7.1,60,0,1,0,93,0,0,0,0,0,0,0,0,0,0,1,0
5385,Kaala Patthar,1979,all,7.7,60,0,1,0,176,0,1,0,1,0,0,0,1,0,1,0,0
5386,God of Love,2010,18+,7.6,60,0,1,0,18,0,0,1,0,1,0,0,0,0,0,1,0
5387,Dead Man on Campus,1998,18+,6,60,0,1,0,96,0,0,0,0,1,0,0,0,0,0,1,0
5388,The Opposite of Sex,1998,18+,6.4,60,0,1,0,105,0,1,1,0,1,0,0,0,0,0,1,0
5389,A Fantastic Fear of Everything,2012,18+,5.8,60,0,1,0,100,0,0,0,0,1,0,0,0,0,0,1,0
5390,Suddenly,1954,18+,6.8,60,0,1,0,77,1,1,0,0,0,0,0,1,0,0,1,0
5391,Clockwatchers,1997,13+,6.6,60,0,1,0,96,0,1,0,0,1,0,0,0,0,0,1,0
5392,Pay the Ghost,2015,18+,5.2,60,0,1,0,94,0,0,0,0,0,0,0,1,0,0,1,1
5393,Battles Without Honor and Humanity: Deadly Fight in Hiroshima,1973,18+,7.5,60,0,1,0,99,1,1,0,1,0,0,0,0,0,0,0,1
5394,The Phantom,1996,7+,5,60,0,1,0,100,0,0,0,1,1,1,0,0,0,0,1,0
5395,Jasper Mall,2020,18+,7,60,0,1,0,85,0,0,0,0,0,0,0,0,0,0,1,0
5396,The Little Princess,1939,all,7.2,60,0,1,0,93,0,1,0,0,1,0,0,0,0,1,1,0
5397,Candyman: Farewell to the Flesh,1995,18+,5.3,60,0,1,0,95,0,0,0,0,0,0,0,1,0,0,1,0
5398,Borderland,2007,18+,5.7,60,0,1,0,105,1,0,0,0,0,0,0,1,0,0,1,1
5399,Merantau,2009,18+,6.7,60,0,1,0,134,0,1,0,1,0,0,0,0,0,0,1,1
5400,Zakir Khan : Haq Se Single,2017,18+,8.6,60,0,1,0,90,0,0,0,0,1,0,0,0,0,1,0,0
5401,Tracers,2015,13+,5.6,60,0,1,0,94,1,1,0,1,0,0,0,1,0,0,1,1
5402,Maidentrip,2014,18+,7.5,60,0,1,0,82,0,0,0,0,0,1,0,0,0,0,1,1
5403,Monsters of Man,2020,18+,5.3,60,0,1,0,131,0,0,0,1,0,0,1,1,0,0,1,0
5404,Imagine That,2009,7+,5.6,60,0,1,0,107,0,1,0,0,1,0,0,0,0,0,1,0
5405,Tabu,1931,13+,7.5,60,0,1,0,59,0,1,0,0,0,0,0,1,0,0,1,0
5406,Dil Bole Hadippa!,2009,13+,4.6,60,0,1,0,148,0,1,1,0,1,0,0,0,0,1,0,0
5407,Babes in Toyland,1934,18+,7.2,60,0,1,1,106,0,0,1,0,1,0,0,0,0,0,1,0
5408,The Answer Man,2009,18+,6.4,60,0,1,0,97,0,0,1,0,1,0,0,0,0,0,1,0
5409,Silsila,1981,7+,7.3,60,0,1,0,182,0,1,1,0,0,0,0,0,0,1,0,0
5410,Ooops! Noah is Gone...,2015,all,5.8,60,0,1,0,87,0,0,0,0,1,1,0,0,1,0,1,0
5411,Stick Man,2015,all,7.2,60,0,1,0,27,0,0,0,0,0,1,0,0,1,0,1,0
5412,Operation Avalanche,2016,18+,6.1,60,0,1,0,94,0,1,0,0,0,0,0,1,0,0,1,0
5413,A Vigilante,2019,18+,5.7,60,0,1,0,91,1,1,0,0,0,0,0,1,0,0,1,0
5414,Saathiya,2002,18+,6.8,60,0,1,0,138,0,1,1,0,0,0,0,0,0,1,0,0
5415,Stander,2004,18+,7.1,60,0,1,0,111,1,1,0,1,0,0,0,0,0,0,1,1
5416,In Secret,2013,18+,6.1,60,0,1,0,107,1,1,0,0,0,0,0,1,0,0,1,0
5417,Dhamaal,2007,18+,7.3,60,0,1,0,136,0,0,0,1,1,1,0,0,0,1,0,0
5418,The Extraordinary Journey of the Fakir,2018,all,6.9,60,0,1,0,92,0,1,0,0,1,1,0,0,0,0,1,1
5419,Wish Upon a Star,1996,7+,6.7,60,0,1,0,90,0,0,0,0,1,0,0,0,0,0,1,0
5420,Did You Hear About the Morgans?,2009,13+,4.9,60,0,1,0,103,0,1,1,0,1,0,0,0,0,0,1,1
5421,The Last King,2016,18+,6.1,60,0,1,0,99,0,1,0,1,0,0,0,0,0,0,0,1
5422,I'll See You in My Dreams,2015,13+,6.7,60,0,1,0,92,0,1,1,0,1,0,0,0,0,0,1,0
5423,My Best Friend,2018,18+,6.8,60,0,1,0,90,0,1,1,0,0,0,0,0,0,0,0,1
5424,Mia and the White Lion,2018,7+,6.5,60,0,1,0,98,0,1,0,0,0,1,0,0,0,0,1,1
5425,Status Update,2018,13+,5.8,60,0,1,0,106,0,0,1,0,1,0,0,0,0,0,1,0
5426,School Daze,1988,18+,6,60,0,1,0,121,0,1,0,0,1,0,0,0,0,0,1,0
5427,The Perfect Game,2010,7+,6.9,60,0,1,0,118,0,1,0,0,1,0,0,0,0,0,1,1
5428,Operator,2016,18+,6.1,60,0,1,0,88,0,0,0,1,0,0,0,1,0,0,1,0
5429,The Delta Force,1986,18+,5.6,60,0,1,0,125,0,1,0,1,0,1,0,1,0,0,1,1
5430,Black Robe,1991,18+,7.1,60,0,1,0,101,0,1,0,0,0,1,0,0,0,0,1,1
5431,The Fare,2019,18+,6.3,60,0,1,0,82,0,0,1,0,0,0,0,1,0,0,1,0
5432,Bigil,2019,18+,7,60,0,1,0,179,0,1,0,1,0,0,0,0,0,0,0,1
5433,Stay Tuned,1992,7+,6.2,60,0,1,0,88,0,0,0,0,1,1,0,0,0,0,1,0
5434,The Baytown Outlaws,2012,18+,6.4,60,0,1,0,98,1,0,0,1,1,0,0,0,0,0,1,0
5435,...And God Created Woman,1956,7+,6.3,60,0,1,0,95,0,1,1,0,0,0,0,0,0,0,1,1
5436,Sufna,2020,18+,8,60,0,1,0,144,0,0,1,0,0,0,0,0,0,0,0,1
5437,Belle and Sebastian,2013,18+,6.9,60,0,1,0,104,0,1,0,0,0,1,0,0,0,0,0,1
5438,Fever Pitch,1997,18+,6.7,60,0,1,0,104,0,1,1,0,1,0,0,0,0,0,1,0
5439,Beyond Re-Animator,2003,18+,5.8,60,0,1,0,96,0,0,0,0,1,0,1,0,0,0,1,0
5440,The Accidental Husband,2008,13+,5.6,60,0,1,0,90,0,0,1,0,1,0,0,0,0,1,1,1
5441,The Comedy of Terrors,1964,18+,6.7,60,0,1,0,84,0,0,0,0,1,0,0,0,0,0,1,0
5442,Proof,1991,18+,7.2,60,0,1,0,42,1,1,0,0,0,0,0,1,0,0,1,0
5443,Jimmy O. Yang: Good Deal,2020,18+,7.2,60,0,1,0,57,0,0,0,0,1,0,0,0,0,0,1,0
5444,Oddball,2015,7+,6.4,60,0,1,0,95,0,0,0,0,0,1,0,0,0,0,1,0
5445,Jawaani Jaaneman,2020,18+,6.6,60,0,1,0,119,0,1,0,0,1,0,0,0,0,1,0,0
5446,Shivaay,2016,13+,6.2,60,0,1,0,153,0,1,0,1,0,1,0,1,0,1,0,0
5447,Back Roads,2019,18+,6.5,60,0,1,0,101,1,1,0,0,0,0,0,1,0,0,1,0
5448,The Count of Monte-Cristo,1975,18+,7,60,0,1,0,119,0,1,0,0,0,1,0,0,0,0,1,0
5449,C.H.U.D.,1984,18+,5.6,60,0,1,0,88,0,0,0,0,0,0,1,0,0,0,1,0
5450,Filmage: The Story of Descendents/All,2013,18+,8.2,60,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
5451,So Undercover,2012,13+,5,60,0,1,0,94,1,0,0,1,1,0,0,0,0,0,1,0
5452,Outpost,2008,18+,5.8,60,0,1,0,90,0,0,0,1,0,0,1,0,0,0,1,0
5453,Home Sweet Hell,2015,18+,5.5,60,0,1,0,98,1,0,0,0,1,0,0,1,0,0,1,1
5454,Woman on the Run,1950,7+,7.3,60,0,1,0,77,1,1,0,0,0,0,0,1,0,0,1,1
5455,Surviving Christmas,2004,13+,5.4,60,0,1,0,91,0,0,1,0,1,0,0,0,0,0,1,1
5456,Siberia,2018,16+,4.3,60,0,1,0,92,0,1,0,0,0,0,0,0,0,0,1,0
5457,More than a Game,2008,7+,7.6,60,0,1,0,105,0,0,0,0,0,0,0,0,0,0,1,0
5458,Chi-Raq,2015,18+,5.8,60,0,1,0,127,1,1,0,0,1,0,0,0,0,0,1,0
5459,Female Agents,2008,18+,6.8,60,0,1,0,148,0,1,0,0,0,0,0,0,0,0,1,1
5460,#UNFIT: The Psychology of Donald Trump,2020,18+,6.3,60,0,1,0,83,0,0,0,0,0,0,0,0,0,0,1,0
5461,I Am Dragon,2015,18+,6.9,60,0,1,0,110,0,0,1,0,0,1,0,0,0,0,0,1
5462,The Shooting,1966,all,6.6,60,0,1,0,82,0,0,0,0,0,0,0,0,0,0,1,0
5463,"Bon Voyage, Charlie Brown (and Don't Come Back!)",1980,all,7.3,60,0,1,0,75,0,0,0,0,1,1,0,0,1,0,1,1
5464,Salt of the Earth,1954,18+,7.4,60,0,1,0,94,0,1,0,0,0,0,0,0,0,0,1,1
5465,Cyrano de Bergerac,1950,18+,7.5,60,0,1,0,137,0,1,1,0,1,0,0,0,0,0,0,1
5466,The Long Walk Home,1990,7+,7.3,60,0,1,0,97,0,1,0,0,0,0,0,0,0,0,1,0
5467,Peterloo,2018,13+,6.5,60,0,1,0,154,0,1,0,0,0,0,0,0,0,0,1,0
5468,Cromwell,1970,all,6.9,60,0,1,0,139,0,1,0,0,0,0,0,0,0,0,1,0
5469,Heal,2017,18+,7,60,0,1,0,106,0,0,0,0,0,0,0,0,0,0,1,0
5470,The Confirmation,2016,13+,6.4,59,0,1,0,101,0,1,0,0,1,1,0,0,0,0,1,0
5471,Bang the Drum Slowly,1973,7+,6.9,59,0,1,0,96,0,1,0,0,0,0,0,0,0,0,1,1
5472,Storm Boy,2019,7+,6.9,59,0,1,0,99,0,1,0,0,0,0,0,0,0,0,1,1
5473,Technotise: Edit and I,2009,13+,7.4,59,0,1,0,100,0,1,0,0,0,0,1,1,1,0,0,1
5474,Cinderella,1965,all,7.8,59,0,1,1,95,0,0,1,0,1,0,0,0,0,0,1,0
5475,Strange Wilderness,2008,18+,5.3,59,0,1,0,87,0,0,0,0,1,1,0,0,0,0,1,0
5476,Rampage,2009,18+,6.2,59,0,1,0,107,0,0,0,1,0,1,1,0,0,0,1,1
5477,Stitches,2012,18+,5.7,59,0,1,0,86,0,0,0,0,1,0,0,0,0,0,1,0
5478,Jamesy Boy,2014,18+,6.3,59,0,1,0,109,1,1,1,0,0,0,0,0,0,0,1,0
5479,"Tad, the Lost Explorer",2012,7+,5.9,59,0,1,0,92,0,0,0,0,1,1,0,0,1,0,1,1
5480,Permanent Midnight,1998,18+,6.2,59,0,1,0,119,0,1,0,0,0,0,1,1,0,0,0,1
5481,The Cheap Detective,1978,7+,6.5,59,0,1,0,92,1,0,1,0,1,0,0,1,0,0,1,1
5482,Inconceivable,2017,18+,5.2,59,0,1,0,105,0,0,0,0,0,0,0,1,0,0,1,0
5483,Hick,2011,18+,5.6,59,0,1,0,99,0,1,0,0,1,0,0,0,0,0,1,0
5484,Chato's Land,1972,7+,6.7,59,0,1,0,100,0,0,0,0,0,0,0,0,0,0,1,1
5485,I Capture the Castle,2003,18+,6.9,59,0,1,0,113,0,1,1,0,0,0,0,0,0,0,1,0
5486,Angoor,1982,18+,8.3,59,0,1,0,131,0,0,0,0,1,0,0,0,0,1,0,0
5487,A Turtle's Tale: Sammy's Adventures,2010,all,6,59,0,1,0,88,0,0,0,0,0,1,0,0,1,0,1,1
5488,Jade,1995,18+,5.3,59,0,1,0,95,1,1,0,0,0,0,0,1,0,0,1,0
5489,D-Day,2013,7+,7.2,59,0,1,0,153,0,0,0,1,0,0,0,1,0,1,0,0
5490,Pitfall,1948,18+,7.2,59,0,1,0,86,1,0,0,0,0,0,0,1,0,0,1,0
5491,The Commune,2016,18+,6.4,59,0,1,0,111,0,1,0,0,0,0,0,0,0,0,0,1
5492,500 Years,2017,18+,6.9,59,0,1,0,105,0,0,0,0,0,0,0,0,0,0,0,1
5493,Parallel,2021,18+,5.8,59,0,1,0,104,0,1,0,0,0,0,1,1,0,0,1,0
5494,Angel and the Badman,1947,all,6.9,59,0,1,0,100,0,0,1,0,0,0,0,0,0,0,1,0
5495,Escape Plan: The Extractors,2019,18+,4.4,59,0,1,0,97,1,0,0,1,0,0,0,1,0,0,1,1
5496,The Woman in Black 2: Angel of Death,2014,13+,4.8,59,0,1,0,98,0,1,0,0,0,0,0,1,0,0,1,0
5497,The Blood of Heroes,1989,18+,6.5,59,0,1,0,90,0,0,0,1,0,0,1,0,0,0,1,0
5498,The Bedroom Window,1987,18+,6.4,59,0,1,0,112,1,0,0,0,0,0,0,1,0,0,1,0
5499,About Alex,2014,18+,6.4,59,0,1,0,99,0,1,0,0,0,0,0,0,0,0,1,0
5500,The New Daughter,2009,13+,5.3,59,0,1,0,108,0,0,0,0,0,0,0,1,0,0,1,0
5501,My Heart Can't Beat Unless You Tell It To,2021,18+,6.2,59,0,1,0,90,0,1,0,0,0,0,0,0,0,0,1,1
5502,The Winning Season,2009,13+,6.6,59,0,1,0,119,0,0,0,0,1,0,0,0,0,0,1,0
5503,Dressed to Kill,1946,18+,6.8,59,0,1,0,104,1,1,0,0,0,0,0,1,0,0,1,0
5504,Kill Chain,2020,18+,5,59,0,1,0,91,0,0,0,1,0,0,0,1,0,0,1,0
5505,Frankie & Alice,2010,18+,6.5,59,0,1,0,101,0,1,0,0,0,0,0,0,0,0,1,0
5506,Biswa Kalyan Rath : Biswa Mast Aadmi,2017,18+,8.4,59,0,1,0,75,0,0,0,0,1,0,0,0,0,1,1,0
5507,All Nighter,2017,18+,5.8,59,0,1,0,86,0,1,0,0,1,0,0,0,0,0,1,0
5508,Madea's Witness Protection,2012,13+,4.9,59,0,1,0,114,1,1,0,0,1,0,0,0,0,0,1,0
5509,Where Hands Touch,2018,13+,6.4,59,0,1,0,122,0,1,1,0,0,0,0,0,0,0,1,0
5510,North Dallas Forty,1979,18+,7,59,0,1,0,119,0,1,0,0,1,0,0,0,0,0,1,0
5511,Shottas,2002,18+,6.2,59,0,1,0,95,1,1,0,1,0,0,0,0,0,0,1,0
5512,Escape Plan 2: Hades,2018,18+,3.9,59,0,1,0,96,1,0,0,1,0,0,1,1,0,0,1,1
5513,Project Gutenberg,2018,18+,6.9,59,0,1,0,130,1,0,0,1,0,0,0,1,0,0,1,1
5514,Mara,2018,18+,5.1,59,0,1,0,98,1,0,0,0,0,0,0,1,0,0,1,0
5515,Where the Red Fern Grows,1974,all,6.9,59,0,1,0,97,0,1,0,0,0,0,0,0,0,0,1,0
5516,Dead Birds,2004,18+,5.6,59,0,1,0,91,0,0,0,0,0,0,0,1,0,0,1,0
5517,Ladybugs,1992,13+,5.5,59,0,1,0,90,0,0,0,0,1,0,0,0,0,0,1,0
5518,Not Wanted,1949,18+,6.8,59,0,1,0,91,0,1,0,0,0,0,0,0,0,0,1,0
5519,Ae Dil Hai Mushkil,2016,13+,5.8,59,0,1,0,158,0,1,1,0,0,0,0,0,0,1,0,0
5520,Age of Heroes,2011,18+,5.6,59,0,1,0,90,0,1,0,1,0,1,0,1,0,0,1,1
5521,The Beckoning Silence,2007,7+,7.5,59,0,1,0,73,0,1,0,0,0,0,0,0,0,0,1,0
5522,The Tracker,2002,18+,7.4,59,0,1,0,90,0,1,0,0,0,0,0,0,0,0,1,1
5523,The Bachelors,2017,18+,6.8,59,0,1,0,99,0,1,0,0,1,0,0,0,0,0,1,0
5524,Wander,2020,18+,4.9,59,0,1,0,94,0,0,0,0,0,0,0,1,0,0,1,0
5525,Meri Pyaari Bindu,2017,7+,6,59,0,1,0,117,0,1,1,0,1,0,0,0,0,1,0,0
5526,At Middleton,2013,18+,6.5,59,0,1,0,99,0,0,1,0,1,0,0,0,0,0,1,0
5527,The Dark,2018,18+,5.6,59,0,1,0,99,0,0,0,0,0,1,0,1,0,0,1,0
5528,Night Falls on Manhattan,1996,18+,6.6,59,0,1,0,113,1,1,0,0,0,0,0,1,0,0,1,0
5529,Madame,2017,16+,6.1,59,0,1,0,91,0,1,1,0,1,0,0,0,0,0,1,1
5530,Nocturne,2020,18+,5.7,59,0,1,0,90,0,0,0,0,0,0,0,1,0,0,1,0
5531,Lamhe,1991,7+,7.4,59,0,1,0,187,0,1,1,0,0,0,0,0,0,1,0,0
5532,Hichki,2018,7+,7.5,59,0,1,0,116,0,1,0,0,1,0,0,0,0,1,0,0
5533,Big Fan,2009,18+,6.7,59,0,1,0,88,1,1,0,0,1,0,0,0,0,0,1,0
5534,Sui Dhaaga - Made in India,2018,7+,6.7,59,0,1,0,122,0,1,0,0,1,0,0,0,0,1,0,0
5535,Waffle Street,2015,18+,6.2,59,0,1,0,86,0,1,0,0,1,0,0,0,0,0,1,0
5536,Royal Wedding,1951,18+,6.7,59,0,1,0,93,0,0,1,0,1,0,0,0,0,0,1,0
5537,Vanishing on 7th Street,2010,18+,4.9,59,0,1,0,92,0,0,0,0,0,0,0,1,0,0,1,0
5538,The Truth About Emanuel,2014,18+,6,59,0,1,0,95,0,1,0,0,0,0,0,1,0,0,1,0
5539,Hatchet III,2013,18+,5.7,59,0,1,0,81,0,0,0,1,1,0,0,1,0,0,1,0
5540,Voice from the Stone,2017,18+,5.2,59,0,1,0,94,0,1,0,0,0,0,0,1,0,0,1,1
